subject	set_name	measure	direct_contrast_nps	paired_condition_nps	contrast	difference_direct_minus_paired	same_sign
sub-16	main	signature_dot	0.6243922114372253	0.1725940704345702	up_minus_down	0.45179814100265514	True
sub-17	main	signature_dot	-0.6664104461669922	-0.8108437061309814	up_minus_down	0.14443325996398926	True
sub-18	main	signature_dot	-1.300342321395874	-1.2451777458190918	up_minus_down	-0.05516457557678223	True
sub-19	main	signature_dot	1.5914149284362793	1.0644724369049072	up_minus_down	0.5269424915313721	True
sub-20	main	signature_dot	0.8709444403648376	0.7234303988516331	up_minus_down	0.14751404151320457	True
sub-21	main	signature_dot	-1.084870457649231	-0.99580654501915	up_minus_down	-0.08906391263008095	True
sub-22	main	signature_dot	1.3586971759796145	1.2959645986557011	up_minus_down	0.06273257732391335	True
sub-23	main	signature_dot	1.042515516281128	1.1126821041107178	up_minus_down	-0.07016658782958984	True
sub-24	main	signature_dot	-0.0727534294128418	0.0215769410133361	up_minus_down	-0.0943303704261779	False
sub-25	main	signature_dot	0.152000293135643	0.0009989440441132	up_minus_down	0.15100134909152982	True
sub-26	main	signature_dot	-0.0127973556518554	0.2864620052278041	up_minus_down	-0.2992593608796595	False
sub-27	main	signature_dot	-0.2285763025283813	0.230628252029419	up_minus_down	-0.4592045545578003	False
sub-28	main	signature_dot	-2.2295937538146973	-2.4386414289474487	up_minus_down	0.20904767513275146	True
sub-29	main	signature_dot	-0.5142755508422852	-0.2132408618927002	up_minus_down	-0.30103468894958496	True
sub-30	main	signature_dot	-0.2511574625968933	-0.3670073747634887	up_minus_down	0.1158499121665954	True
sub-31	main	signature_dot	0.834976077079773	0.9630462154746056	up_minus_down	-0.1280701383948326	True
sub-32	main	signature_dot	-0.0229070857167243	-0.1153393536806104	up_minus_down	0.09243226796388611	True
sub-33	main	signature_dot	-1.8032845258712769	-1.480820968747139	up_minus_down	-0.3224635571241379	True
