subject	set_name	measure	direct_contrast_nps	paired_condition_nps	contrast	difference_direct_minus_paired	same_sign
sub-16	main	signature_weighted_mean	0.0066963048345666	0.0018509880281949	up_minus_down	0.0048453168063717	True
sub-17	main	signature_weighted_mean	-0.0071469301037595	-0.008695907043659	up_minus_down	0.001548976939899499	True
sub-18	main	signature_weighted_mean	-0.0139455432240448	-0.0133539298000379	up_minus_down	-0.0005916134240069003	True
sub-19	main	signature_weighted_mean	0.0170671563224018	0.0114159526575482	up_minus_down	0.0056512036648536	True
sub-20	main	signature_weighted_mean	0.00934045838469	0.0077584415509476	up_minus_down	0.0015820168337424	True
sub-21	main	signature_weighted_mean	-0.0116347115760994	-0.0106795441383804	up_minus_down	-0.0009551674377189998	True
sub-22	main	signature_weighted_mean	0.0145713708492326	0.0138985942624586	up_minus_down	0.0006727765867739991	True
sub-23	main	signature_weighted_mean	0.0111804752908675	0.0119329780490727	up_minus_down	-0.0007525027582051987	True
sub-24	main	signature_weighted_mean	-0.000780245384527	0.0002314022689202	up_minus_down	-0.0010116476534472	False
sub-25	main	signature_weighted_mean	0.0016301297151623	1.0713192300500045e-05	up_minus_down	0.0016194165228618	True
sub-26	main	signature_weighted_mean	-0.0001372454571845	0.003072166621219	up_minus_down	-0.0032094120784035003	False
sub-27	main	signature_weighted_mean	-0.0024513704233513	0.0024733765904886	up_minus_down	-0.0049247470138399	False
sub-28	main	signature_weighted_mean	-0.0239113159314125	-0.0261532512598883	up_minus_down	0.002241935328475799	True
sub-29	main	signature_weighted_mean	-0.0055153568451435	-0.0022869052308203	up_minus_down	-0.0032284516143232	True
sub-30	main	signature_weighted_mean	-0.0026935424565175	-0.0039359767994118	up_minus_down	0.0012424343428942995	True
sub-31	main	signature_weighted_mean	0.008954715064153	0.0103282054299648	up_minus_down	-0.001373490365811799	True
sub-32	main	signature_weighted_mean	-0.0002456674282942	-0.0012369588497739	up_minus_down	0.0009912914214797	True
sub-33	main	signature_weighted_mean	-0.0193393554043474	-0.0158810895307684	up_minus_down	-0.0034582658735789994	True
sub-01	main	signature_dot	0.2587711215019226	0.2143111228942871	up_minus_down	0.0444599986076355	True
sub-02	main	signature_dot	-2.8297457695007324	-1.816615879535675	up_minus_down	-1.0131298899650574	True
sub-03	main	signature_dot	0.279242604970932	0.2056902050971983	up_minus_down	0.07355239987373371	True
sub-04	main	signature_dot	-0.3647848069667816	-0.8345365896821022	up_minus_down	0.4697517827153206	True
sub-05	main	signature_dot	-0.0442858189344406	0.290291547775269	up_minus_down	-0.3345773667097096	False
sub-06	main	signature_dot	89.01013946533203	-2.6543880105018616	up_minus_down	91.66452747583389	False
sub-07	main	signature_dot	-0.1768569201231002	-0.2097994089126587	up_minus_down	0.032942488789558494	True
sub-08	main	signature_dot	-0.2509239912033081	-0.1471620798110962	up_minus_down	-0.10376191139221191	True
sub-09	main	signature_dot	0.0641773715615272	0.1010531354695559	up_minus_down	-0.0368757639080287	True
sub-10	main	signature_dot	-0.4326749444007873	-0.9193676710128784	up_minus_down	0.4866927266120911	True
sub-11	main	signature_dot	-0.0445295572280883	0.5856121331453323	up_minus_down	-0.6301416903734206	False
sub-12	main	signature_dot	0.0196900516748428	0.0439401268959045	up_minus_down	-0.0242500752210617	True
sub-13	main	signature_dot	-1.107367753982544	-0.9506565034389496	up_minus_down	-0.15671125054359436	True
sub-14	main	signature_dot	0.939396858215332	1.0952044129371643	up_minus_down	-0.15580755472183228	True
sub-15	main	signature_dot	-0.2394706755876541	0.0340602397918705	up_minus_down	-0.2735309153795246	False
